client_name,matched_company_name_raw,scraped_job_title,scraped_job_url,location,posted_at,detected_at
Roche,Roche,Medical Affairs Lead,https://es.linkedin.com/jobs/view/medical-affairs-lead-at-roche-4418925977,"Sant Cugat del Vallès, Catalonia, Spain",2026-05-25T10:06:49+00:00,2026-05-26T07:20:11.480166+00:00
